"","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Collection_Date","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","ENA.FIRST.PUBLIC..run.","ENA.FIRST.PUBLIC","ENA.LAST.UPDATE..run.","ENA.LAST.UPDATE","environment_biome","environment_feature","environment_material","Experiment","external_id","geo_loc_name_country","geo_loc_name_country_continent","geographic_location_.country_and.or_sea.","geographic_location_.latitude.","geographic_location_.longitude.","INSDC_center_name","INSDC_first_public","INSDC_last_update","INSDC_status","Instrument","investigation_type","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","miscellaneous_environmental_package","Organism","Platform","project_name","ReleaseDate","create_date","version","Sample.Name","Sample_name","Scientific_Name","Sequencing_method","SRA.Study","Submitter_Id","names","denoisedF","denoisedR","merged","nochim","num_ASVs"
"ERR3141538","AMPLICON",502,50257730,"PRJEB31110","SAMEA5320199",29617346,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170504","SAMEA5320199","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320199","T2F57","food metagenome","Illumina MiSeq","ERP113625","T2F57","ERR3141538",61896,62070,51601,25853,703
"ERR3141540","AMPLICON",502,39772456,"PRJEB31110","SAMEA5320201",22811366,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170506","SAMEA5320201","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320201","T2F59","food metagenome","Illumina MiSeq","ERP113625","T2F59","ERR3141540",51554,51523,45242,32751,499
"ERR3141541","AMPLICON",502,92978934,"PRJEB31110","SAMEA5320202",55668959,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170507","SAMEA5320202","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320202","T2F6","food metagenome","Illumina MiSeq","ERP113625","T2F6","ERR3141541",112917,113989,91902,42784,1052
"ERR3141542","AMPLICON",502,76646364,"PRJEB31110","SAMEA5320203",48768817,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170508","SAMEA5320203","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320203","T2F60","food metagenome","Illumina MiSeq","ERP113625","T2F60","ERR3141542",69787,70263,52938,35756,630
"ERR3141544","AMPLICON",502,85323434,"PRJEB31110","SAMEA5320205",50464803,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170510","SAMEA5320205","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320205","T2F62","food metagenome","Illumina MiSeq","ERP113625","T2F62","ERR3141544",109054,109635,95994,50444,890
"ERR3141545","AMPLICON",502,71809092,"PRJEB31110","SAMEA5320206",42460720,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170511","SAMEA5320206","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320206","T2F63","food metagenome","Illumina MiSeq","ERP113625","T2F63","ERR3141545",88673,89169,72626,37806,980
"ERR3141546","AMPLICON",502,52225068,"PRJEB31110","SAMEA5320207",32367236,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170512","SAMEA5320207","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320207","T2F64","food metagenome","Illumina MiSeq","ERP113625","T2F64","ERR3141546",49957,50356,36399,21300,634
"ERR3141547","AMPLICON",502,86153240,"PRJEB31110","SAMEA5320208",51451511,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170513","SAMEA5320208","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320208","T2F65","food metagenome","Illumina MiSeq","ERP113625","T2F65","ERR3141547",100477,101842,79575,36158,1429
"ERR3141548","AMPLICON",502,88028712,"PRJEB31110","SAMEA5320209",52889670,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170514","SAMEA5320209","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320209","T2F66","food metagenome","Illumina MiSeq","ERP113625","T2F66","ERR3141548",100487,101618,79100,39312,1500
"ERR3141549","AMPLICON",502,99567684,"PRJEB31110","SAMEA5320210",59520742,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170515","SAMEA5320210","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320210","T2F67","food metagenome","Illumina MiSeq","ERP113625","T2F67","ERR3141549",115688,117008,92219,43828,1385
"ERR3141550","AMPLICON",502,84402264,"PRJEB31110","SAMEA5320211",49983138,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170516","SAMEA5320211","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320211","T2F7","food metagenome","Illumina MiSeq","ERP113625","T2F7","ERR3141550",108971,109305,102086,50516,387
"ERR3141551","AMPLICON",502,61297212,"PRJEB31110","SAMEA5320212",36867660,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170517","SAMEA5320212","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320212","T2F8","food metagenome","Illumina MiSeq","ERP113625","T2F8","ERR3141551",71985,72017,60445,28562,636
"ERR3141552","AMPLICON",502,69136444,"PRJEB31110","SAMEA5320213",40970936,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170518","SAMEA5320213","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320213","T2F9","food metagenome","Illumina MiSeq","ERP113625","T2F9","ERR3141552",87023,87279,80315,35841,585
"ERR3141553","AMPLICON",502,80012274,"PRJEB31110","SAMEA5320214",47578905,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Cream Silo","ERX3170519","SAMEA5320214","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320214","T3Cre1","food metagenome","Illumina MiSeq","ERP113625","T3Cre1","ERR3141553",98805,99004,88704,72707,499
"ERR3141554","AMPLICON",502,38637936,"PRJEB31110","SAMEA5320215",23085366,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170520","SAMEA5320215","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320215","T3L1","food metagenome","Illumina MiSeq","ERP113625","T3L1","ERR3141554",47516,47488,44790,35084,131
"ERR3141555","AMPLICON",502,144963042,"PRJEB31110","SAMEA5320216",83762374,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170521","SAMEA5320216","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320216","T3L10","food metagenome","Illumina MiSeq","ERP113625","T3L10","ERR3141555",199083,199207,186779,140328,628
"ERR3141556","AMPLICON",502,45687522,"PRJEB31110","SAMEA5320217",27707969,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170522","SAMEA5320217","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320217","T3L11","food metagenome","Illumina MiSeq","ERP113625","T3L11","ERR3141556",51073,51004,42637,34925,361
"ERR3141557","AMPLICON",502,80452026,"PRJEB31110","SAMEA5320218",45109190,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170523","SAMEA5320218","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320218","T3L2","food metagenome","Illumina MiSeq","ERP113625","T3L2","ERR3141557",118601,118644,115424,96086,179
"ERR3141558","AMPLICON",502,82999676,"PRJEB31110","SAMEA5320219",47798234,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170524","SAMEA5320219","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320219","T3L3","food metagenome","Illumina MiSeq","ERP113625","T3L3","ERR3141558",112150,112389,102316,85420,508
"ERR3141559","AMPLICON",502,120607508,"PRJEB31110","SAMEA5320220",70930770,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170525","SAMEA5320220","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:51:00,1,"SAMEA5320220","T3L4","food metagenome","Illumina MiSeq","ERP113625","T3L4","ERR3141559",153175,153933,132127,88343,1089
"ERR3141560","AMPLICON",502,40635394,"PRJEB31110","SAMEA5320221",24754268,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170526","SAMEA5320221","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:50:00,1,"SAMEA5320221","T3L5","food metagenome","Illumina MiSeq","ERP113625","T3L5","ERR3141560",43654,43626,36340,28731,325
"ERR3141561","AMPLICON",502,111795902,"PRJEB31110","SAMEA5320222",64519978,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170527","SAMEA5320222","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:51:00,1,"SAMEA5320222","T3L6","food metagenome","Illumina MiSeq","ERP113625","T3L6","ERR3141561",157960,158509,150902,122860,273
"ERR3141562","AMPLICON",502,82236636,"PRJEB31110","SAMEA5320223",48000592,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170528","SAMEA5320223","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:51:00,1,"SAMEA5320223","T3L7","food metagenome","Illumina MiSeq","ERP113625","T3L7","ERR3141562",106463,107108,90562,67534,848
"ERR3141563","AMPLICON",502,89436822,"PRJEB31110","SAMEA5320224",52726908,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170529","SAMEA5320224","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:51:00,1,"SAMEA5320224","T3L8","food metagenome","Illumina MiSeq","ERP113625","T3L8","ERR3141563",114451,115057,100401,76721,843
"ERR3141564","AMPLICON",502,112719080,"PRJEB31110","SAMEA5320225",65844492,"TEAGASC FOOD RESEARCH CENTRE","12/15/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170530","SAMEA5320225","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:51:00,1,"SAMEA5320225","T3L9","food metagenome","Illumina MiSeq","ERP113625","T3L9","ERR3141564",149486,150013,136268,106514,786
"ERR3141565","AMPLICON",502,83634204,"PRJEB31110","SAMEA5320226",50007734,"TEAGASC FOOD RESEARCH CENTRE","1/15/2017","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170531","SAMEA5320226","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:51:00,1,"SAMEA5320226","T3MeP1A","food metagenome","Illumina MiSeq","ERP113625","T3MeP1A","ERR3141565",97346,97580,88567,74480,445
"ERR3141566","AMPLICON",502,90143638,"PRJEB31110","SAMEA5320227",52927588,"TEAGASC FOOD RESEARCH CENTRE","1/15/2017","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170532","SAMEA5320227","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:51:00,1,"SAMEA5320227","T3MeP1B","food metagenome","Illumina MiSeq","ERP113625","T3MeP1B","ERR3141566",115924,116341,107517,88670,445
"ERR3141567","AMPLICON",502,57316352,"PRJEB31110","SAMEA5320228",33456542,"TEAGASC FOOD RESEARCH CENTRE","1/15/2017","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170533","SAMEA5320228","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:51:00,1,"SAMEA5320228","T3MeP1C","food metagenome","Illumina MiSeq","ERP113625","T3MeP1C","ERR3141567",73636,73619,67303,56582,333
"ERR3141568","AMPLICON",502,76814032,"PRJEB31110","SAMEA5320229",45189735,"TEAGASC FOOD RESEARCH CENTRE","1/15/2017","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/9/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Skimmed Milk Powder","ERX3170534","SAMEA5320229","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:51:00,1,"SAMEA5320229","T3MeP2A","food metagenome","Illumina MiSeq","ERP113625","T3MeP2A","ERR3141568",97742,97897,89659,72349,403
